Issue Type,Issue Key,Issue ID,Summary,Description,Epic Name,Epic Link,Status,Resolution,Priority,Assignee,Reporter,Story Points,Sprint,Components,Labels,Created,Updated,Resolved,Due Date,Comment,Comment,Comment,Comment
Story,DRG-32,10032,Daily and weekly load shape profiling,"As the analysis
I want average load shapes by time of day, day of week and season
So that the modelling decisions rest on the data's actual structure.

* half-hourly profile per neighbourhood, weekday against weekend
* seasonal overlay - winter, spring, summer, autumn
* peak timing and magnitude quantified per site, not eyeballed",,DRG-2,Done,Done,Medium,geetha.nallamada,sabitha.lingala,5,Sprint 4 (17 Feb - 28 Feb 2025),Analysis,eda,2025-02-17 09:20:00,2025-02-28 15:40:00,2025-02-28 15:40:00,,"2025-02-20 11:15:00;geetha.nallamada;Clear evening peak between 17:00 and 20:00 across all four sites, a weaker morning peak, and a weekend shape that is flatter and shifted later. Nothing surprising, which is itself worth confirming before building on it.",2025-02-28 15:35:00;divya.maram;The weekday/weekend split is stark enough that day-of-week has to be a feature rather than an afterthought.,,
Story,DRG-33,10033,Household heterogeneity within a neighbourhood,"As the simulation, later
I want to know how much households differ inside one neighbourhood
So that EV and heat-pump adoption can be sampled realistically rather than
applied uniformly.

* distribution of household mean daily consumption per site
* how much of neighbourhood peak comes from the top decile of households
* whether high-consumption households peak at the same time as everyone else",,DRG-2,Done,Done,Medium,geetha.nallamada,sabitha.lingala,5,Sprint 4 (17 Feb - 28 Feb 2025),Analysis,eda;simulation,2025-02-17 09:25:00,2025-03-06 16:10:00,2025-03-06 16:10:00,,"2025-03-04 10:40:00;geetha.nallamada;Wide spread - the top decile of households uses roughly three times the median. That matters for DRG-73: if EV adoption is sampled uniformly we will understate the peak, because early EV adopters are not a random draw from the population.",2025-03-06 16:05:00;divya.maram;Noted and carried into the simulation design as an explicit assumption to test rather than a correction to apply silently.,,
Task,DRG-34,10034,Monthly stakeholder report pack,"A repeatable one-page monthly report: what shipped, what is next, RAID
movements, and the current headline numbers straight from the run report.

Generated from artifacts rather than retyped, so the report cannot drift from
what the pipeline actually produces.",,DRG-16,Done,Done,Medium,sabitha.lingala,sabitha.lingala,3,Sprint 4 (17 Feb - 28 Feb 2025),Governance,reporting,2025-02-17 09:30:00,2025-02-28 14:20:00,2025-02-28 14:20:00,,"2025-02-26 11:30:00;sabitha.lingala;Pulling the numbers from run_report.json rather than copying them into a slide. On a twenty-month project the report and the code will diverge otherwise, and the report is what people remember.",,,
Story,DRG-35,10035,Data quality checks on the meter feed,"As the platform
I want the meter data checked on every run
So that a bad load is caught before it becomes a bad model.

* 48 half-hours per household per UTC day (from DRG-27)
* no negative consumption; zero runs flagged above a threshold
* household count per neighbourhood stable within tolerance
* results written to the run report with pass, warn or fail per check",,DRG-1,Done,Done,Medium,divya.maram,sabitha.lingala,5,Sprint 4 (17 Feb - 28 Feb 2025),Data,quality,2025-02-18 09:15:00,2025-03-07 15:30:00,2025-03-07 15:30:00,,"2025-03-03 10:20:00;divya.maram;Warn rather than fail for the zero runs. A genuinely empty property reads zero for weeks and that is real data, not an error - failing on it would train us to ignore the output.",2025-03-07 15:25:00;geetha.nallamada;Right. A check that fires on normal conditions is a check nobody reads.,,
Story,DRG-36,10036,Seasonal decomposition and the weekly cycle finding,"As the modelling
I want the strength of daily, weekly and annual seasonality quantified
So that the feature set is justified rather than assumed.

* decomposition per neighbourhood
* autocorrelation at 1, 48 and 336 half-hours reported explicitly
* the finding written up in the modelling notes",,DRG-2,Done,Done,Medium,geetha.nallamada,sabitha.lingala,5,Sprint 5 (03 Mar - 14 Mar 2025),Analysis,eda;seasonality,2025-03-03 09:20:00,2025-03-14 15:50:00,2025-03-14 15:50:00,,"2025-03-10 11:20:00;geetha.nallamada;Autocorrelation at 336 half-hours - the same half-hour last week - is stronger than at 48, the same half-hour yesterday. That is the single most useful thing this epic has produced, and it predicts the whole shape of the feature set.","2025-03-14 15:45:00;divya.maram;It also predicts what SHAP will eventually say. If lag_336 does not come out on top later, one of the two analyses is wrong.",,
Bug,DRG-37,10037,Missing half-hours silently forward-filled during aggregation,"Observed: neighbourhood totals looked complete even for periods where the
loader had reported missing household reads.

Impact: gaps became flat lines rather than gaps. A forward-filled evening peak
is a fabricated peak, and it feeds the percentile that later defines stress.

Cause: the resample step used a fill method by default, so an absent read
became the previous read rather than a null.

Fix: no filling during aggregation. Missing stays missing, is counted, and is
handled once, explicitly, with the rule written down.",,DRG-1,Done,Done,High,divya.maram,divya.maram,3,Sprint 5 (03 Mar - 14 Mar 2025),Data,data-quality;silent,2025-03-05 10:20:00,2025-03-12 14:10:00,2025-03-12 14:10:00,,"2025-03-05 10:35:00;divya.maram;Raising against my own work. The 48-per-day assertion from DRG-27 is what surfaced it - the check said data was missing while the aggregate said it was fine, and both could not be true.",2025-03-06 09:40:00;geetha.nallamada;That disagreement between two views of the same thing is worth more than either view on its own. Worth keeping as a habit: assert the same fact in two places and let them argue.,"2025-03-12 14:05:00;divya.maram;Fixed. Gaps propagate as nulls, are counted in the run report, and are handled once at the feature stage where the decision is visible.",
Story,DRG-38,10038,"Container images for pipeline, API and dashboard","Three Dockerfiles sharing a base layer, so the same code runs locally, in CI
and eventually on Container Apps.

* docker/Dockerfile.pipeline, .api, .dashboard
* docker-compose for the local stack
* images build without the deep or azure dependency tiers",,DRG-14,Done,Done,Medium,devendranath.singam,sabitha.lingala,5,Sprint 5 (03 Mar - 14 Mar 2025),Platform,docker,2025-03-03 09:25:00,2025-03-14 16:00:00,2025-03-14 16:00:00,,"2025-03-11 15:20:00;devendranath.singam;Three images rather than one that does everything. The dashboard does not need XGBoost and the pipeline does not need Streamlit, and a single fat image means every deploy ships all of it.",,,
Story,DRG-39,10039,EDA figure set and reporting artefacts,"The figures that go into the design document and the monthly report, all
regenerated by the pipeline rather than exported by hand from a notebook.

* load shape, seasonal overlay, household distribution, autocorrelation
* written to artifacts/figures with a consistent style
* every figure regenerable from run-all",,DRG-2,Done,Done,Medium,geetha.nallamada,sabitha.lingala,5,Sprint 6 (17 Mar - 28 Mar 2025),Analysis,eda;reporting,2025-03-17 09:20:00,2025-03-28 15:20:00,2025-03-28 15:20:00,,"2025-03-26 10:15:00;geetha.nallamada;No figure in any document that cannot be regenerated by a command. A chart exported by hand from a notebook is a chart nobody can reproduce in six months, including the person who made it.",,,
Task,DRG-40,10040,Q1 review and replan,"Quarter one review with stakeholders, and replan for Q2.

Delivered: data foundations, synthetic generator, CLI and run-all, CI,
neighbourhood aggregation, and the consumption analysis.

Not delivered and deliberately deferred: any forecasting model. The quarter
was spent making the data trustworthy, which is the sequencing we chose.",,DRG-16,Done,Done,Medium,sabitha.lingala,sabitha.lingala,2,Sprint 6 (17 Mar - 28 Mar 2025),Governance,ceremony,2025-03-17 09:25:00,2025-03-28 16:30:00,2025-03-28 16:30:00,,"2025-03-28 16:20:00;sabitha.lingala;Question from the stakeholder session, recorded because it will come back: 'when do we see a forecast?' The answer is Q3, and the reason is that a forecast built on data with two corrupt days a year and forward-filled gaps would have been ready in March and wrong.",2025-03-31 09:40:00;geetha.nallamada;That framing helped. Worth reusing verbatim next time.,,
Story,DRG-41,10041,Weather feed from a key-free public API,"As the model
I want temperature and related weather history joined to the demand series
So that heating and cooling driven demand is explainable.

* key-free public API, so a clean clone works with no credentials
* historical backfill for the modelling window, and current for replay later
* responses cached to disk; a failed call degrades the run rather than
  killing it, and says so in the run report",,DRG-1,Done,Done,Medium,divya.maram,sabitha.lingala,5,Sprint 6 (17 Mar - 28 Mar 2025),Data,weather;external,2025-03-18 09:15:00,2025-04-04 15:40:00,2025-04-04 15:40:00,,"2025-03-20 11:30:00;devendranath.singam;Key-free is a hard requirement, not a preference. The moment a demo needs a credential, it needs someone with the credential, and the project stops being self-service.","2025-04-04 15:35:00;divya.maram;Cached to disk with the fetch timestamp, so a run is reproducible even if the upstream revises history - which weather APIs do.",,
Story,DRG-42,10042,Calendar and cyclical time features,"As the model
I want time encoded in a form a tree or a linear model can use
So that the daily and weekly cycles are learnable.

* half-hour of day, day of week, month, holiday flag (England and Wales)
* sine and cosine encodings of time of day and day of week, so 23:30 and
  00:00 are adjacent rather than 47 apart
* local time used for calendar features, UTC for the index, per DRG-27",,DRG-3,Done,Done,Medium,divya.maram,sabitha.lingala,5,Sprint 7 (31 Mar - 11 Apr 2025),Features,features,2025-04-07 09:20:00,2025-04-16 15:30:00,2025-04-16 15:30:00,,"2025-04-09 10:20:00;divya.maram;Cyclical encoding matters more for the linear models than for the trees, but it costs two columns and it means the baseline is a fair comparison rather than one handicapped by a representation choice.",,,
Story,DRG-43,10043,"Lag features at 1, 48 and 336 half-hours","As the model
I want the previous half-hour, the same half-hour yesterday and the same
half-hour last week
So that the seasonality found in DRG-36 is available to the model.

* lag_1, lag_48, lag_336, per neighbourhood
* lags computed within a neighbourhood, never across sites
* rows without a full lag history are dropped, not imputed",,DRG-3,Done,Done,High,divya.maram,sabitha.lingala,5,Sprint 7 (31 Mar - 11 Apr 2025),Features,features;lags,2025-04-07 09:25:00,2025-04-18 16:00:00,2025-04-18 16:00:00,,"2025-04-11 11:15:00;divya.maram;Dropping the first week rather than imputing it. An imputed lag_336 is a made-up value in the most important feature in the model, and it would be concentrated entirely at the start of the series.",2025-04-18 15:55:00;geetha.nallamada;Agreed. Losing a week of training data is cheap; poisoning the strongest feature is not.,,
Task,DRG-44,10044,The chronological split contract,"Train, validation and test are contiguous and in time order. No shuffling,
ever, anywhere in this codebase.

* split dates in config, not scattered through modules
* validation used for early stopping; test touched only for final reporting
* the rule and the reason written into the modelling notes",,DRG-3,Done,Done,High,geetha.nallamada,sabitha.lingala,2,Sprint 7 (31 Mar - 11 Apr 2025),Features,split;leakage,2025-04-08 09:15:00,2025-04-17 12:20:00,2025-04-17 12:20:00,,"2025-04-08 09:40:00;geetha.nallamada;Writing this down before the first model exists. Random splits on a time series produce beautiful scores and worthless models, and the failure is invisible in the metrics - which is exactly the class of mistake that needs a written rule and a test rather than good intentions.","2025-04-17 12:15:00;divya.maram;In config, and I have added an assertion that the split boundaries are ordered and non-overlapping.",,
Story,DRG-45,10045,Rolling statistics features,"Rolling mean and standard deviation over trailing windows, to give the model
recent level and volatility.

* windows of 48 (one day) and 336 (one week) half-hours
* trailing and closed on the left - the current half-hour is never in its own
  window, see DRG-46",,DRG-3,Done,Done,Medium,divya.maram,sabitha.lingala,3,Sprint 8 (14 Apr - 25 Apr 2025),Features,features,2025-04-21 09:20:00,2025-04-30 15:10:00,2025-04-30 15:10:00,,"2025-04-30 15:05:00;divya.maram;Left-closed windows, asserted in a test. The default in most libraries includes the current observation and that is a leak that will not show up as an error.",,,
Bug,DRG-46,10046,Rolling window included the half-hour being predicted,"Observed: validation MAE of 0.11 kWh on the first Ridge run - roughly six
times better than anything plausible for half-hourly demand.

Diagnosis: the rolling mean window was centred rather than trailing, so the
feature for 18:00 included the 18:00 value itself. The model was being handed
a smoothed version of its own target.

Impact: none published - caught before any result left the team. Had it
shipped, the model would have looked outstanding in backtest and collapsed the
moment it saw a genuinely unseen half-hour.

Fix: trailing, left-closed windows, plus an assertion that no feature column
correlates with the target above a threshold that only leakage explains.",,DRG-3,Done,Done,High,divya.maram,geetha.nallamada,3,Sprint 9 (28 Apr - 09 May 2025),Features,leakage;silent,2025-04-28 10:30:00,2025-05-02 14:20:00,2025-05-02 14:20:00,,"2025-04-28 10:45:00;geetha.nallamada;0.11 MAE was the tell. A result that is far better than the problem is hard is not a good result, it is a symptom - and it is worth building the reflex to be suspicious rather than pleased.",2025-04-29 11:20:00;divya.maram;Confirmed and fixed. Adding the correlation assertion so the next one is caught by CI rather than by someone's instinct.,"2025-05-02 14:15:00;geetha.nallamada;Ridge is now at 0.83 MAE, which is a believable number for this problem. Much less exciting and much more useful.",
Task,DRG-47,10047,"Lint, format and pre-commit","ruff and black, enforced in CI and available as a pre-commit hook, with the
configuration in pyproject rather than in five separate files.",,DRG-14,Done,Done,Medium,devendranath.singam,sabitha.lingala,2,Sprint 8 (14 Apr - 25 Apr 2025),CI,tooling,2025-04-21 09:25:00,2025-04-25 11:40:00,2025-04-25 11:40:00,,2025-04-25 11:35:00;devendranath.singam;Formatting decided by a tool so it stops being decided in review. Review time is better spent on whether the window is left-closed.,,,
Story,DRG-48,10048,Weather features and lagged temperature,"Temperature, and derived heating and cooling degree terms, joined to the
demand series.

* current temperature, plus lags - a cold morning still affects an evening
* heating and cooling degree hours against a configurable base temperature
* the join is on UTC, and a missing weather hour does not silently become zero",,DRG-3,Done,Done,Medium,divya.maram,sabitha.lingala,5,Sprint 9 (28 Apr - 09 May 2025),Features,features;weather,2025-05-05 09:20:00,2025-05-16 15:30:00,2025-05-16 15:30:00,,"2025-05-12 10:40:00;divya.maram;Lagged temperature earns its place - buildings have thermal mass, so yesterday evening's cold is still in the walls this morning. The un-lagged version underfits exactly the cold snaps we care most about.","2025-05-16 15:25:00;geetha.nallamada;This also sets up the heat-pump simulation later, since that has to be temperature-driven to be credible.",,
Story,DRG-49,10049,Feature sanity pass before modelling,"Before any model is fitted, check the feature matrix behaves.

* no feature is constant, no feature is a duplicate of another
* no feature correlates with the target beyond a leakage threshold (DRG-46)
* every feature is knowable at prediction time - stated per feature, in code
* feature list and the reason for each is in the modelling notes",,DRG-3,Done,Done,Medium,geetha.nallamada,sabitha.lingala,3,Sprint 9 (28 Apr - 09 May 2025),Features,features;quality,2025-05-05 09:25:00,2025-05-15 14:40:00,2025-05-15 14:40:00,,2025-05-14 11:20:00;geetha.nallamada;The 'knowable at prediction time' note per feature is the useful artefact here. It turns an assumption everyone holds loosely into something a reviewer can check line by line.,,,
Task,DRG-50,10050,"RAID review: licence closed, PyTorch risk raised","Mid-year risk review.

* LCL licence risk closed - position documented, synthetic path is primary
* PyTorch on Windows raised from watch to active: the deep model is planned
  for Q3 and the runtime dependency is unresolved
* new risk: single points of knowledge. The simulation exists only in Divya's
  head and the model ladder only in Geetha's",,DRG-16,Done,Done,Medium,sabitha.lingala,sabitha.lingala,2,Sprint 10 (12 May - 23 May 2025),Governance,raid,2025-05-19 09:15:00,2025-05-30 15:20:00,2025-05-30 15:20:00,,"2025-05-19 09:40:00;sabitha.lingala;The knowledge concentration risk is the one I would most like a mitigation for. Two people, twenty months, and no overlap in what they own is fine until somebody takes leave.","2025-05-23 10:30:00;geetha.nallamada;Mitigation proposed: the modelling notes and the design document have to be good enough that the other person can run the stage. That is a real deliverable rather than a promise, so it goes on the board.",2025-05-30 15:15:00;sabitha.lingala;Accepted and tracked. It is also why DRG-78 exists.,
Story,DRG-51,10051,Materialise the processed model-ready dataset,"One processed artefact per neighbourhood, feature-complete and split-labelled,
so training does not rebuild features on every run.

* written to data/processed with the config hash
* rebuilt only when the config or the upstream data changes
* the split label is part of the artefact, so no stage can choose its own",,DRG-3,Done,Done,Medium,divya.maram,sabitha.lingala,5,Sprint 10 (12 May - 23 May 2025),Features,features;pipeline,2025-05-19 09:20:00,2025-06-02 15:50:00,2025-06-02 15:50:00,,"2025-06-02 15:45:00;divya.maram;The split label travelling with the data is the part that matters. If each model stage decides its own split, comparisons between models stop being comparisons.",,,
Story,DRG-52,10052,Seasonal naive baseline,"As the project
I want the operational status quo implemented as a model
So that every later model has something real to beat.

The baseline is what a control room does today: assume this half-hour looks
like the same half-hour in the recent past.

* implemented on the same interface and evaluated on the same window as
  everything else
* published as a first-class result, never as a footnote",,DRG-4,Done,Done,High,geetha.nallamada,sabitha.lingala,3,Sprint 11 (26 May - 06 Jun 2025),Models,baseline,2025-06-02 09:20:00,2025-06-11 15:10:00,2025-06-11 15:10:00,,"2025-06-03 10:15:00;geetha.nallamada;This is the model to beat and it deserves the same care as the others. A weak baseline makes every subsequent result look better than it is, which is a comfortable mistake and a corrosive one.",2025-06-11 15:05:00;divya.maram;1.54 MAE on the test window. That is the bar.,,
Bug,DRG-53,10053,Seasonal naive used yesterday instead of last week,"Observed: the naive baseline scored better than expected and its errors were
oddly structured around weekends.

Cause: the shift was 48 half-hours - the same half-hour yesterday - while the
autocorrelation analysis in DRG-36 says the weekly lag of 336 is stronger.
Both are defensible baselines, but the code claimed one and implemented the
other.

Fix: publish both. Daily-naive is what an operator actually does; weekly-naive
is the stronger statistical baseline. Name them separately and report both, so
nobody has to guess which one a later comparison beat.",,DRG-4,Done,Done,Medium,geetha.nallamada,divya.maram,2,Sprint 12 (09 Jun - 20 Jun 2025),Models,baseline;definitions,2025-06-09 11:20:00,2025-06-13 14:30:00,2025-06-13 14:30:00,,2025-06-09 11:40:00;divya.maram;Not strictly a bug in the maths - it is a bug in the label. The docstring said 'same half-hour last week' and the code shifted 48.,"2025-06-10 09:30:00;geetha.nallamada;Which is worse than a maths bug in some ways, because the number was right for a thing nobody had agreed to. Publishing both and naming them is the honest fix.","2025-06-13 14:25:00;geetha.nallamada;Both in. Daily-naive is the headline baseline because it is what the control room does, and weekly-naive is reported alongside it.",
Story,DRG-54,10054,Linear and Ridge baselines,"An interpretable linear model on the full feature set, with regularisation.

* standardised features, Ridge with the penalty selected on the validation
  window
* coefficients reported - this model exists partly to be readable
* same evaluation harness as every other model",,DRG-4,Done,Done,Medium,geetha.nallamada,sabitha.lingala,5,Sprint 12 (09 Jun - 20 Jun 2025),Models,baseline;linear,2025-06-16 09:20:00,2025-06-27 15:40:00,2025-06-27 15:40:00,,"2025-06-25 10:30:00;geetha.nallamada;0.83 MAE, against 1.54 for daily-naive. A regularised linear model on good features gets most of the way, which is worth knowing before anyone concludes the problem needed gradient boosting.","2025-06-27 15:35:00;divya.maram;And it is the model we can explain to a planner in one sentence, which will matter when we get to the dashboard.",,
Story,DRG-55,10055,Evaluation harness,"One harness, one held-out window, one set of metrics, applied identically to
every model in the ladder.

* MAE, RMSE, MAPE, R squared
* stress-alarm precision, recall and F1 once DRG-72 lands
* results written to the run report; the comparison table regenerates from it
* no model may report a metric computed its own way",,DRG-4,Done,Done,High,geetha.nallamada,sabitha.lingala,5,Sprint 12 (09 Jun - 20 Jun 2025),Models,evaluation,2025-06-16 09:25:00,2025-06-30 16:00:00,2025-06-30 16:00:00,,"2025-06-18 11:15:00;geetha.nallamada;Every model computing its own metrics is how you get a comparison table where the numbers are not comparable. One harness, and models only supply predictions.","2025-06-30 15:55:00;divya.maram;Accepted. The README table is generated from the run report, so it cannot drift from what the code produced.",,
Task,DRG-56,10056,Guard MAPE against near-zero demand half-hours,"MAPE is unstable when the denominator approaches zero, which happens in the
small hours at low-occupancy sites.

* MAPE computed with a documented floor, and the excluded fraction reported
* RMSE and MAE remain the primary metrics; MAPE is reported because
  stakeholders ask for a percentage, with its limitation labelled",,DRG-4,Done,Done,Medium,geetha.nallamada,sabitha.lingala,2,Sprint 13 (23 Jun - 04 Jul 2025),Models,evaluation;honesty,2025-06-23 09:15:00,2025-06-30 12:20:00,2025-06-30 12:20:00,,"2025-06-30 12:15:00;geetha.nallamada;Reporting the excluded fraction next to the number. A percentage error that quietly drops its most difficult observations is a flattering statistic, and stakeholders will quote it.",,,
Story,DRG-57,10057,"Train, validation and test window definition","Fix the windows once, in config, for the whole project.

* training from the start of the usable series
* validation window for early stopping and hyperparameter selection
* 60-day chronological held-out test window, untouched until final reporting
* the same windows for every model, enforced by the harness",,DRG-4,Done,Done,Medium,divya.maram,sabitha.lingala,3,Sprint 12 (09 Jun - 20 Jun 2025),Models,split,2025-06-16 09:30:00,2025-06-26 14:10:00,2025-06-26 14:10:00,,"2025-06-26 14:05:00;divya.maram;60 days of test gives roughly 2,880 half-hours per site, which is enough to say something about stress events rather than only about average error.",,,
Bug,DRG-58,10058,Lag features computed across the train and test boundary,"Observed: test-window scores that did not degrade at all relative to
validation, which is unusual for a chronological split.

Diagnosis: features were engineered on the full series and split afterwards.
The lag and rolling features for the first rows of the test window were
therefore built from training data - which is legitimate - but the feature
pipeline was also being fitted (scaler statistics) on the full series,
including the test window. Standardisation had seen the future.

Impact: none published. Found before the model ladder results were written up.

Fix: fit every transform on the training window only and apply to the others.
Assert it in a test that fits on train, then checks the scaler's statistics
against a train-only recomputation.",,DRG-3,Done,Done,Highest,divya.maram,geetha.nallamada,5,Sprint 13 (23 Jun - 04 Jul 2025),Features,leakage;silent,2025-06-24 10:20:00,2025-07-04 15:30:00,2025-07-04 15:30:00,,"2025-06-24 10:40:00;geetha.nallamada;Second leakage bug in two months, and a subtler one than DRG-46 - the lags themselves were fine, it was the scaler that had seen the whole series. This is the failure mode of doing feature engineering before splitting.","2025-06-25 09:50:00;divya.maram;Restructuring so the split happens before any fitted transform, and the transform is fitted inside the pipeline rather than beside it. That makes the mistake structurally hard rather than something we have to remember.","2025-06-30 11:15:00;geetha.nallamada;Which is the right lesson. We have caught two of these by being suspicious of good numbers, and that will not scale - the third one will slip through unless it is impossible by construction.","2025-07-04 15:25:00;divya.maram;Fixed and asserted. Ridge moved from 0.79 to 0.83 MAE, which is the honest number."
Story,DRG-59,10059,XGBoost forecasting model,"As the project
I want a gradient boosted model as the primary forecaster
So that the non-linear interactions between time, weather and recent demand
are captured.

* early stopping on the validation window, never on test
* categorical handling for neighbourhood, so one model serves all sites
* feature importance exported for cross-checking against SHAP later
* same harness, same window, same metrics",,DRG-4,Done,Done,Highest,geetha.nallamada,sabitha.lingala,8,Sprint 14 (07 Jul - 18 Jul 2025),Models,xgboost;modelling,2025-07-07 09:20:00,2025-07-25 16:10:00,2025-07-25 16:10:00,,"2025-07-14 10:30:00;geetha.nallamada;One model across all four neighbourhoods with site as a feature, rather than four models. There is not enough data per site to justify four, and the shared model can borrow strength across them - which is a testable claim, so I will test it.",2025-07-21 11:20:00;divya.maram;Tested: the shared model beats per-site models on three of four sites and ties on the fourth. Worth recording in the notes because it is a question that will be asked again.,"2025-07-25 16:05:00;geetha.nallamada;0.70 MAE, 0.95 RMSE, R squared 0.986. Against daily-naive at 1.54 that is a substantial improvement, and against Ridge at 0.83 it is real but modest - which is the honest way to describe it.",
Story,DRG-60,10060,Hyperparameter search,"Structured search over the XGBoost parameters, scored on the validation
window with a time-aware split.

* search space and the selected values recorded in the run report
* the search never sees the test window
* the improvement over default parameters reported, so the effort is
  justified rather than assumed",,DRG-4,Done,Done,Medium,geetha.nallamada,sabitha.lingala,5,Sprint 15 (21 Jul - 01 Aug 2025),Models,tuning,2025-07-28 09:20:00,2025-08-08 15:20:00,2025-08-08 15:20:00,,"2025-08-08 15:15:00;geetha.nallamada;Tuning bought about 0.04 MAE over sensible defaults. Recording that, because it is a useful counterweight to the instinct that more search is always worth it - the features did far more than the hyperparameters.",,,
Story,DRG-61,10061,Rolling-origin cross-validation,"As the project
I want the headline result validated across multiple time windows
So that we know the test score is not a lucky split.

* five expanding-window folds, each training on everything before its
  validation window
* per-fold and aggregate metrics reported
* the fold range published alongside the headline number",,DRG-4,Done,Done,High,divya.maram,sabitha.lingala,5,Sprint 16 (04 Aug - 15 Aug 2025),Models,validation,2025-08-11 09:20:00,2025-08-22 16:00:00,2025-08-22 16:00:00,,2025-08-11 09:45:00;divya.maram;A single held-out window on a two-year series is one draw from a distribution. Five expanding folds tell us how much the answer moves depending on where you cut it.,"2025-08-22 15:55:00;geetha.nallamada;RMSE 0.74 to 0.95 across folds, with the headline test at 0.95 - so the headline sits at the pessimistic end of the range rather than the flattering one. That is the version to publish.",,
Task,DRG-62,10062,Model comparison report,"The ladder in one table, generated from the run report: naive, Ridge, XGBoost
and the sequence model, on MAE, RMSE, MAPE, R squared and stress-alarm F1.

Ordered by MAE, with the naive baseline always shown, never omitted for
looking bad.",,DRG-4,Done,Done,Medium,geetha.nallamada,sabitha.lingala,3,Sprint 16 (04 Aug - 15 Aug 2025),Models,reporting,2025-08-11 09:25:00,2025-08-29 15:10:00,2025-08-29 15:10:00,,"2025-08-29 15:05:00;geetha.nallamada;The baseline row stays in the table permanently. The moment it is dropped for being uninteresting, the table stops answering the only question that matters: is this better than what they do today?",,,
Story,DRG-63,10063,Model artefact persistence and metadata,"As the platform
I want every trained model saved with the context needed to reproduce it
So that a forecast can be traced back to an artefact months later.

* model binary, feature list, config hash, data hash, metrics, training window
* a version identifier that later appears in API responses
* loading a model validates that its feature list matches what is being fed to
  it, and refuses rather than silently misaligning columns",,DRG-12,Done,Done,Medium,devendranath.singam,sabitha.lingala,5,Sprint 17 (18 Aug - 29 Aug 2025),MLOps,artefacts,2025-08-25 09:20:00,2025-09-05 15:40:00,2025-09-05 15:40:00,,"2025-09-02 10:20:00;devendranath.singam;The feature-list check on load is the one that will save someone. Feeding columns in a different order to a tree model produces predictions rather than an error, and they will look approximately reasonable.",2025-09-05 15:35:00;geetha.nallamada;Accepted. This is also the foundation the promotion gate sits on next year.,,
Story,DRG-64,10064,PyTorch LSTM and GRU sequence models,"As the project
I want a deep sequence model in the ladder
So that we can say whether sequence learning adds anything over gradient
boosting on this problem.

* LSTM and GRU over a lookback window of past half-hours
* same split, same harness, same metrics
* optional dependency tier - the base install must not require torch",,DRG-4,Done,Done,Medium,geetha.nallamada,sabitha.lingala,8,Sprint 18 (01 Sep - 12 Sep 2025),Models,deep;optional,2025-09-08 09:20:00,2025-09-26 15:50:00,2025-09-26 15:50:00,,"2025-09-15 11:20:00;geetha.nallamada;Framing this as a question rather than an ambition: does sequence modelling beat XGBoost here? If it does not, that is a publishable finding and we stop, rather than spending a quarter tuning it into a tie.","2025-09-26 15:45:00;geetha.nallamada;It does not, on this data volume. Competitive but not better, and far more expensive to train and serve. Recorded as a finding and the ladder keeps XGBoost as primary.",,
Bug,DRG-65,10065,PyTorch import fails on Windows without the MSVC runtime,"Observed: torch installs successfully from pip on a clean Windows machine and
then raises an OSError on import - a DLL load failure.

Impact: the deep model stage crashed the whole run-all on two of three
Windows machines, including a stakeholder demo box. RAID risk 2, realised.

Cause: the Windows torch wheels link against the Microsoft Visual C++
redistributable, which is not installed by default and is not a pip
dependency, so a successful install is no evidence that import will work.

Fix, in two parts:
* detect the failure at import and fall back to the torch-free sequence model
  (DRG-66) rather than crashing the pipeline
* document the redistributable in the README next to the deep tier install,
  with the download link",,DRG-4,Done,Done,High,devendranath.singam,geetha.nallamada,3,Sprint 19 (15 Sep - 26 Sep 2025),Models;Platform,windows;dependencies;raid,2025-09-16 10:15:00,2025-09-24 14:20:00,2025-09-24 14:20:00,,2025-09-16 10:30:00;geetha.nallamada;Lost an hour to this before realising the install had succeeded and the import had not. pip reporting success is genuinely misleading here.,"2025-09-16 11:40:00;devendranath.singam;Known issue with the Windows wheels - they need the MSVC redistributable and it is not something pip can pull in. This was RAID risk 2 from January, so at least it was not a surprise.",2025-09-18 09:50:00;sabitha.lingala;Marking the risk as realised and mitigated rather than closing it quietly. The mitigation - graceful fallback plus a documented prerequisite - is the reusable part.,"2025-09-24 14:15:00;devendranath.singam;Fixed. The import is guarded, the fallback is automatic and reported in the run log, and the README says what to install. A missing optional dependency should degrade the run, not end it."
Story,DRG-66,10066,Torch-free sequence model fallback,"As anyone without a working PyTorch install
I want a neural sequence model that runs on scikit-learn alone
So that the ladder is complete on a base install.

* MLP over a flattened lookback window
* same interface, same harness, so it slots into the ladder unchanged
* selected automatically when torch cannot be imported, and the substitution
  is stated in the run report rather than being silent",,DRG-4,Done,Done,Medium,geetha.nallamada,sabitha.lingala,5,Sprint 19 (15 Sep - 26 Sep 2025),Models,fallback;models,2025-09-18 09:20:00,2025-09-30 15:30:00,2025-09-30 15:30:00,,"2025-09-25 10:40:00;geetha.nallamada;0.78 MAE, so it sits between Ridge and XGBoost. It was built as a fallback and it turns out to be a legitimate rung on the ladder, which is a better outcome than intended.",2025-09-30 15:25:00;devendranath.singam;And it is stated in the run report when it substitutes. A silent fallback would mean a comparison table where one row is secretly a different model than it claims.,,
